Gender,Age,Marital_Status,Educational_Level,Monthly_Income,Family_Size,ECP_Name,ECP_Use_time,Purchase_Qty,ECP_Source,UXQ_01,UXQ_02,UXQ_03,UXQ_04,UXQ_05,UXQ_06,UXQ_07,UXQ_08,UXQ_09,UXQ_10,UXQ_11,UXQ_12,UXQ_13,UXQ_14,UXQ_15,UXQ_16,UXQ_17,UXQ_18,UXQ_19,UXQ_20,UXQ_21,UXQ_22,UXQ_23,UXQ_24,UXQ_25,UXQ_26,UXQ_27,UXQ_28,UXQ_29,UXQ_30,UXQ_31,UXQ_32,UXQ_33,UXQ_34,UXQ_35,UXQ_36,UXQ_37,UXQ_38,UXQ_39,UXQ_40,UXQ_41,,
Male,60 years old or more,Married,PHD,1000 or more,More than 7,Others,1 - 3 times/year,4 - 6,Other,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Agree,,
Female,50 - 59 years old,Married,Higher Diploma,1000 or more,2 - 4,OpenSooq,4 - 6 times/year,4 - 6,Referred from other website,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,,
Female,40 - 49 years old,Married,Diploma,800 - 999,2 - 4,Amazon,4 - 6 times/year,4 - 6,Referred from other website,Agree,Strongly disagree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,,
Male,20 - 29 years old,Married,Secondary certificate,200 - 499,2 - 4,Amazon,1 - 3 times/year,4 - 6,"Social media applications like Facebook, Instagram and others",Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Disagree,,
Male,60 years old or more,Married,Higher Diploma,200 - 499,More than 7,Cdiscount,4 - 6 times/year,7 - 9,Referred from other website,Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly disagree,Disagree,Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,,
Female,50 - 59 years old,Married,Higher Diploma,1000 or more,2 - 4,OpenSooq,7 - 9 times/year,4 - 6,From online advertisement,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly disagree,,
Female,40 - 49 years old,Single,Diploma,800 - 999,5 - 7,Shein,4 - 6 times/year,1 - 3,Search engines like google,Strongly disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,,
Male,30 - 39 years old,Married,Diploma,1000 or more,2 - 4,Amazon,1 - 3 times/year,1 - 3,Referred from other website,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,,
Male,40 - 49 years old,Married,Bachelor,1000 or more,2 - 4,ebay,4 - 6 times/year,4 - 6,From online advertisement,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,,
Male,30 - 39 years old,Married,Diploma,800 - 999,2 - 4,Modanisa,4 - 6 times/year,1 - 3,From online advertisement,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,,
Female,50 - 59 years old,Married,Master,1000 or more,5 - 7,Esty,4 - 6 times/year,1 - 3,Search engines like google,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,,
Male,50 - 59 years old,Married,Higher Diploma,1000 or more,2 - 4,ebay,4 - 6 times/year,4 - 6,"Social media applications like Facebook, Instagram and others",Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,,
Female,20 - 29 years old,Single,PHD,200 - 499,More than 7,ebay,7 - 9 times/year,7 - 9,Referred from other website,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,,
Male,30 - 39 years old,Married,Secondary certificate,200 - 499,More than 7,Cdiscount,4 - 6 times/year,7 - 9,Search engines like google,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Neutral,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,,
Female,30 - 39 years old,Married,Diploma,1000 or more,5 - 7,Modanisa,4 - 6 times/year,1 - 3,Referred from other website,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,,
Female,30 - 39 years old,Married,Bachelor,500 - 799,2 - 4,Cdiscount,4 - 6 times/year,4 - 6,Search engines like google,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,,
Female,40 - 49 years old,Single,Diploma,1000 or more,2 - 4,Cdiscount,7 - 9 times/year,7 - 9,"Social media applications like Facebook, Instagram and others",Disagree,Disagree,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,,
Female,40 - 49 years old,Married,Bachelor,500 - 799,2 - 4,Modanisa,4 - 6 times/year,1 - 3,From online advertisement,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,,
Male,60 years old or more,Single,Master,200 - 499,More than 7,Cdiscount,10 or more times/year,1 - 3,Search engines like google,Neutral,Neutral,Strongly disagree,Strongly Agree,Strongly disagree,Neutral,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Neutral,Strongly disagree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Disagree,,
Male,30 - 39 years old,Married,Bachelor,1000 or more,2 - 4,Cdiscount,7 - 9 times/year,1 - 3,From online advertisement,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,
Female,40 - 49 years old,Married,Higher Diploma,800 - 999,2 - 4,Esty,10 or more times/year,1 - 3,"Social media applications like Facebook, Instagram and others",Strongly disagree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,,
Male,50 - 59 years old,Married,Bachelor,500 - 799,More than 7,Modanisa,1 - 3 times/year,7 - 9,From online advertisement,Disagree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly disagree,Agree,Strongly Agree,Strongly disagree,Disagree,Neutral,Strongly Agree,Strongly disagree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,,
Female,50 - 59 years old,Married,Higher Diploma,500 - 799,More than 7,Esty,1 - 3 times/year,4 - 6,"Social media applications like Facebook, Instagram and others",Strongly Agree,Agree,Strongly disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Neutral,Strongly Agree,Strongly disagree,Disagree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,,
Male,50 - 59 years old,Married,Higher Diploma,500 - 799,More than 7,Cdiscount,10 or more times/year,1 - 3,Search engines like google,Neutral,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Neutral,Neutral,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Neutral,Strongly disagree,Disagree,Neutral,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,,
Female,40 - 49 years old,Married,PHD,1000 or more,2 - 4,Shein,1 - 3 times/year,10 or more,Search engines like google,Strongly Agree,Disagree,Neutral,Agree,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly Agree,Disagree,Strongly disagree,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,,
Female,30 - 39 years old,Married,Diploma,1000 or more,More than 7,Shein,10 or more times/year,1 - 3,Search engines like google,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly disagree,Disagree,Strongly Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Neutral,Strongly Agree,,
Male,60 years old or more,Single,Bachelor,200 - 499,More than 7,Shein,1 - 3 times/year,10 or more,"Social media applications like Facebook, Instagram and others",Strongly disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Strongly disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly disagree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly disagree,,
Male,40 - 49 years old,Single,Secondary certificate,1000 or more,5 - 7,Shein,10 or more times/year,1 - 3,Other,Disagree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Agree,Disagree,Strongly Agree,Disagree,Strongly disagree,Agree,,
Female,20 - 29 years old,Married,Bachelor,200 - 499,2 - 4,Esty,7 - 9 times/year,1 - 3,Referred from other website,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,,
Male,50 - 59 years old,Single,Bachelor,200 - 499,5 - 7,Cdiscount,1 - 3 times/year,7 - 9,Search engines like google,Disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Neutral,Disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Disagree,Strongly disagree,Agree,Strongly Agree,Strongly disagree,Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,Strongly disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,,
Female,20 - 29 years old,Single,PHD,500 - 799,2 - 4,Cdiscount,1 - 3 times/year,1 - 3,From online advertisement,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,,
Female,40 - 49 years old,Married,Higher Diploma,800 - 999,5 - 7,Modanisa,7 - 9 times/year,7 - 9,Referred from other website,Strongly disagree,Strongly disagree,Strongly Agree,Neutral,Strongly disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Neutral,Disagree,Disagree,,
Male,40 - 49 years old,Single,Bachelor,200 - 499,2 - 4,ebay,7 - 9 times/year,4 - 6,"Social media applications like Facebook, Instagram and others",Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,
Male,50 - 59 years old,Married,PHD,500 - 799,2 - 4,Cdiscount,1 - 3 times/year,10 or more,From online advertisement,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly disagree,Strongly Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly Agree,Agree,Disagree,,
Male,40 - 49 years old,Married,Bachelor,500 - 799,2 - 4,Cdiscount,4 - 6 times/year,1 - 3,Referred from other website,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,,
Male,30 - 39 years old,Married,Diploma,800 - 999,More than 7,Esty,10 or more times/year,10 or more,"Social media applications like Facebook, Instagram and others",Strongly disagree,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly disagree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Strongly Agree,Strongly disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,,
Male,40 - 49 years old,Married,Diploma,1000 or more,2 - 4,OpenSooq,4 - 6 times/year,1 - 3,"Social media applications like Facebook, Instagram and others",Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,,
Female,40 - 49 years old,Single,PHD,200 - 499,More than 7,Shein,1 - 3 times/year,7 - 9,From online advertisement,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly disagree,Disagree,Strongly Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Disagree,,
Male,30 - 39 years old,Married,Bachelor,200 - 499,2 - 4,Cdiscount,7 - 9 times/year,4 - 6,Referred from other website,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,
Male,60 years old or more,Married,PHD,1000 or more,2 - 4,ebay,1 - 3 times/year,1 - 3,From online advertisement,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,,
Female,50 - 59 years old,Married,Master,1000 or more,2 - 4,Esty,7 - 9 times/year,4 - 6,From online advertisement,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,,
Female,30 - 39 years old,Married,Diploma,200 - 499,2 - 4,Amazon,1 - 3 times/year,1 - 3,"Social media applications like Facebook, Instagram and others",Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,,
Male,30 - 39 years old,Married,PHD,200 - 499,5 - 7,Cdiscount,10 or more times/year,4 - 6,"Social media applications like Facebook, Instagram and others",Disagree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly disagree,Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Disagree,Neutral,Disagree,,
Female,40 - 49 years old,Single,Bachelor,200 - 499,2 - 4,ebay,4 - 6 times/year,4 - 6,Search engines like google,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,,
